,country_id,country_name,continent_name,date,confirmed,deaths,recovered,active,case_fatality,new_cases,new_deaths,new_recovered,population,vaccinated_per_hundred,fully_vaccinated_per_hundred,boosted_per_hundred,not_fully_vaccinated_per_hundred,hospital_occupancy
134,AUS,Australia,Oceania,2020-06-04,7247.0,102.0,6683.0,462.0,1.41,7.0,0.0,35.0,25687041.0,0.0,0.0,0.0,0.0,21.0
135,AUS,Australia,Oceania,2020-06-05,7252.0,102.0,6688.0,462.0,1.41,5.0,0.0,5.0,25687041.0,0.0,0.0,0.0,0.0,21.0
136,AUS,Australia,Oceania,2020-06-06,7259.0,102.0,6703.0,454.0,1.41,7.0,0.0,15.0,25687041.0,0.0,0.0,0.0,0.0,18.0
137,AUS,Australia,Oceania,2020-06-07,7265.0,102.0,6706.0,457.0,1.4,6.0,0.0,3.0,25687041.0,0.0,0.0,0.0,0.0,19.0
138,AUS,Australia,Oceania,2020-06-08,7267.0,102.0,6720.0,445.0,1.4,2.0,0.0,14.0,25687041.0,0.0,0.0,0.0,0.0,18.0
139,AUS,Australia,Oceania,2020-06-09,7274.0,102.0,6740.0,432.0,1.4,7.0,0.0,20.0,25687041.0,0.0,0.0,0.0,0.0,20.0
140,AUS,Australia,Oceania,2020-06-10,7285.0,102.0,6759.0,424.0,1.4,11.0,0.0,19.0,25687041.0,0.0,0.0,0.0,0.0,18.0
141,AUS,Australia,Oceania,2020-06-11,7289.0,102.0,6782.0,405.0,1.4,4.0,0.0,23.0,25687041.0,0.0,0.0,0.0,0.0,17.0
142,AUS,Australia,Oceania,2020-06-12,7294.0,102.0,6803.0,389.0,1.4,5.0,0.0,21.0,25687041.0,0.0,0.0,0.0,0.0,16.0
143,AUS,Australia,Oceania,2020-06-13,7320.0,102.0,6838.0,380.0,1.39,26.0,0.0,35.0,25687041.0,0.0,0.0,0.0,0.0,16.0
144,AUS,Australia,Oceania,2020-06-14,7335.0,102.0,6851.0,382.0,1.39,15.0,0.0,13.0,25687041.0,0.0,0.0,0.0,0.0,17.0
145,AUS,Australia,Oceania,2020-06-15,7347.0,102.0,6856.0,389.0,1.39,12.0,0.0,5.0,25687041.0,0.0,0.0,0.0,0.0,17.0
146,AUS,Australia,Oceania,2020-06-16,7370.0,102.0,6861.0,407.0,1.38,23.0,0.0,5.0,25687041.0,0.0,0.0,0.0,0.0,16.0
147,AUS,Australia,Oceania,2020-06-17,7391.0,102.0,6877.0,412.0,1.38,21.0,0.0,16.0,25687041.0,0.0,0.0,0.0,0.0,14.0
148,AUS,Australia,Oceania,2020-06-18,7409.0,102.0,6878.0,429.0,1.38,18.0,0.0,1.0,25687041.0,0.0,0.0,0.0,0.0,15.0
149,AUS,Australia,Oceania,2020-06-19,7411.0,102.0,6881.0,428.0,1.38,2.0,0.0,3.0,25687041.0,0.0,0.0,0.0,0.0,17.0
150,AUS,Australia,Oceania,2020-06-20,7461.0,102.0,6896.0,463.0,1.37,50.0,0.0,15.0,25687041.0,0.0,0.0,0.0,0.0,16.0
151,AUS,Australia,Oceania,2020-06-21,7474.0,102.0,6903.0,469.0,1.36,13.0,0.0,7.0,25687041.0,0.0,0.0,0.0,0.0,18.0
152,AUS,Australia,Oceania,2020-06-22,7492.0,102.0,6915.0,475.0,1.36,18.0,0.0,12.0,25687041.0,0.0,0.0,0.0,0.0,19.0
153,AUS,Australia,Oceania,2020-06-23,7521.0,103.0,6924.0,494.0,1.37,29.0,1.0,9.0,25687041.0,0.0,0.0,0.0,0.0,16.0
154,AUS,Australia,Oceania,2020-06-24,7558.0,104.0,6931.0,523.0,1.38,37.0,1.0,7.0,25687041.0,0.0,0.0,0.0,0.0,16.0
155,AUS,Australia,Oceania,2020-06-25,7595.0,104.0,6958.0,533.0,1.37,37.0,0.0,27.0,25687041.0,0.0,0.0,0.0,0.0,12.0
156,AUS,Australia,Oceania,2020-06-26,7601.0,104.0,6960.0,537.0,1.37,6.0,0.0,2.0,25687041.0,0.0,0.0,0.0,0.0,12.0
157,AUS,Australia,Oceania,2020-06-27,7686.0,104.0,6993.0,589.0,1.35,85.0,0.0,33.0,25687041.0,0.0,0.0,0.0,0.0,11.0
158,AUS,Australia,Oceania,2020-06-28,7764.0,104.0,7007.0,653.0,1.34,78.0,0.0,14.0,25687041.0,0.0,0.0,0.0,0.0,15.0
159,AUS,Australia,Oceania,2020-06-29,7834.0,104.0,7037.0,693.0,1.33,70.0,0.0,30.0,25687041.0,0.0,0.0,0.0,0.0,14.0
160,AUS,Australia,Oceania,2020-06-30,7920.0,104.0,7040.0,776.0,1.31,86.0,0.0,3.0,25687041.0,0.0,0.0,0.0,0.0,18.0
